prod_name,rating,user_review
Red Poppy Ale,2.99,"No bottling date visible

Pours a yeast-clouded rusty mahogany brown with a vague amber tint and is topped with an almost creamy 2.5 fingers of fluffy, lightly tan foam; solid retention leaves a paper-thin cap, frothy collar, and dense rings of temporary lacing wall the glass.

Aromas open with soft raspberry and light oaky funk until ripe cherry skins peak in the middle; clean lactic acidity on the back end; oak and softer notes vanillin and a dusting of cinnamon develop as the beer warms.

Taste shows a heavily muddled raspberry and cherry tones upfront accompanied by a weak spritzy oak funk; a lactic touch lasts into a watery finish with only hints of earthy spice lingering through the swallow; mild poppy seed exhale.

Mouthfeel brings a moderate-light body with a filling, airy carbonation; evens a little flatly along the mid-palate to a dry acidity on the finish accompanied by a thin swallow.

Without an age statement, it's impossible to know the condition of this one, but regardless, what was presented in this bottle did not live up to this brew's lofty esteem; flavors were muddled, the mouthfeel was tentative, and an overall lack of steady character persisted. I'm not sure exactly what went wrong here, and would be willing to revisit it in the future (with a defined age statement), but this beer just presents as a shell of what it could have been."
Red Poppy Ale,4.46,"A- 375ml cork pops off with a bang and the bottle pours a deep amber to brown brew into a snifter with a very foamy tan cap. The cap dies quickly and lacing is rare.

S- Massive sour cherry and Flanders flora funkiness with that mix of lactic and acetic with dark vinous fruits that Flanders are known for. Strong vinous dark sour grapes as it warms as well as notes of black cherry, currants and plums. Fruity sour interplay drives the aroma. Hints of toasted grains and malts in the backdrop rounding it out.

T- The cherries pith, tartness and flesh lead things off and it quickly transitions into the strong Flanders sour bug base. Vinous wet, aged oak and dark grapes, big blackberry, plums, bittersweet orange, red currants and dry, spicy seed hints. Again mostly lactic sours but still a bit of vinegar that gives it the Flanders vinaigrette feel when combined with the big fruity flavors. Slight phenolics and dry spicy bitterness. Touch of oaky vanilla.

MF- Slick medium bodied sour with a moderately low level of carbonation. The texture is a bit oily and frothy. Ends with a medium-high acetic and lactic sourness.

Have had this a few times over the last decade and it never disappointing. Bold sourness but plenty of big flavors between the barrel, fruits, seeds and malts all balancing into a unique, consistent brew."
Red Poppy Ale,4.22,"No bottled date, quite strange for a bottle that cost $15

Pours a wonderful deep brown with a finger and a half of white/tan head into a snifter. The cork/cage bottle also looks fantastic

Up front, this smells more malty than sour, with brown malts and woodiness leading with notes of spices to follow. There's almost a medicinal cherry aroma which is rather off putting

The taste here is not what the aroma suggests, rather it is wonderfully sweet and tart cherry with a strong malt backbone that keeps everything in check. I can also pick up on other fruity flavors, such as blackberry and maybe even white grape. I feel like I am picking up the slightly spicy poppy seed flavor, but that might just be power of suggestion. Nevertheless, it tastes incredible, a very balanced sour

The darker malts here make the mouthfeel a bit heavier than I expected, but it still goes down fairly easily, leaving a slick feeling on the tongue

This is my first Flanders Red, and after this brew I want to explore the style even more! It all comes down to balance on this beer, and each sip leads me craving more. Well done Lost Abbey, and a huge shoutout to Craft Beer Kings for this bottle. I made sure to save this for last of the 5 beers I recently ordered, I just wished I had saved it for a special occasion, but I guess Mondays can be special lol"
Red Poppy Ale,4,"Unknown vintage; drank 7/31/14 @ Yuss Haus.

Murky orange/red rust color.

Cream head; thick lace.

Raspberry tartness in the nose.

Medium thick mouthfeel.

Funk & raspberry tartness in the flavor; good but a few sips is enough for me!"
Miller Lite,3.55,"exceeds at being what it's made to be. it's a miller high life, but lighter. the finish leaves the same notes, yet looks the same in the glass. does make me yearn for a MGD."
Miller Lite,2.82,"Poured from a 12oz can best by Oct 10 2022

On the pour a nearly 2 finger lightly fizzy head formed and left some surprisingly decent lacing. Body is a darker golden straw carbonation is high but fine.

Aroma is malty, adjuncty, and has a bit of that cheap lager funk to it. I want to say I can detect hops similar to a pilsner but it's definitely leaning more toward cheap AAL. Not great, but for the style it's pretty good.

Taste is similar to MHL. A bit too sweet but relatively clean and light apart from the adjunct. Not a lot of bitterness but there is a very light hint. Not offensive not great but way better than coors light. This is light enough that I can taste carbonic acid like in a seltzer.

Feel is carbonated, relatively dry and easy drinking. A bit bigger than your average light beer, and with a longer finish. Completely average and it does its job.

Overall for a BMC light beer this is pretty good. Certainly not mind blowing but I'd get this again. Miller always seems to do better Than Bud and coors (even tho Miller is owned by coors in the US now but whatever)"
Miller Lite,2.67,"Got this from the neighbor after chatting on the fenceline in this heat. Anyway, let's see what I found.

Poured from a can into a glass. The appearance is a crystal clear light gold color with a medium sized white head. The taste is of some hops and grain. Overall, not much but an okay beer if you drink it when it's really ice cold."
Miller Lite,2.1,The best cheap beer I can tolerate. Still not that great overall.
Miller Lite,3.89,"The best cheap lite beer hands down. At a gas station and need a beer? Miller Lite. At a party? Miller Lite. Need something cheap? Miller Lite. This beer is more dependable than an old honda. When they're cold its actually not bad at all, more flavor than a bud light without tasting like piss."
Miller Lite,3.21,"Probably the best lite/light beer I've tasted, carries a lot of the flavor profile and body of High Life (my fave AAL to date). These are free at a place I visited and I cannot complain. Would try again, but if I must use my money, I'm going with the real deal."
Miller Lite,3.56,"It sucks... I love it. My favorite shitty beer, it's lite and it avoids the pisswater trope that these kinds of beers fall into. Lot of good memories with this garbage"
Miller Lite,2.38,Coors Light but sophisticated. Wish it came out my tap instead of water.
Miller Lite,4.06,"This is the beer that finally made me cave in and make an account on this website after seeing the great injustice of the overall rating people on this site have been giving it. If you’re rating this low for taste or appearance or whatever, you’re COMPLETELY MISSING THE POINT, and your friends have a separate group chat that you’re not in.

As another reviewer said - serve ‘‘em cold, and keep ‘‘em coming. You aren’t going to find a better popular light beer. This stuff hits the spot every time, it’s the 1999 Toyota Corolla of beer."
Miller Lite,3.44,For 100 calories this is a solid choice relative to other options in terms of light beer! Although it’s only at 4.2% it still has enough body in the overall flavor. This beer is always a good fallback when looking for something that isn’t on the pricier side and it is a good choice as a volume beer
Miller Lite,4.4,"This is one of the best 100 calorie per 12 oz beers I've ever had.
Of course there are times when I want something stronger..but there are times for me when a beer like this is just right.
I'm not going to bore you with some flowery and pretentious review where I tell you that I taste notes of hazel nuts and amaranth.
If your taste buds haven't yet been destroyed with 100 IBU ales, hard liquor and who knows what else...you might be able to appreciate this light lager."
Miller Lite,1.72,"A: Cheerful gold color. Watery thin head. Plenty of carbonation.

S: Malt, bread, grain.

T: Lacking. Bland. Light taste of grain. Malt.

M: Watery, thin, no substance.

O: Standard, watery, thin beer. Great for teenagers."
Miller Lite,1.2,"Why people would spend extra money to drink a can of carbonated water is beyond me. Because that is exactly what it tastes like.
Smell: There is no smell
Taste: It tastes like carbonated water but worse. The most prominent flavor is the taste of corn syrup/metallic tinge. Idk all the ingredient that are put in here BC Miller does not list them, but something tastes funky. You can taste the artificial syrup taste you get from cheap beer. So overall, carbonated water actually has a more pleasant taste than this.
Mouthfeel: None to speak of, just like water.
Overall, this is the kind of beer people drink who don't like the taste of beer. BC it doesn't taste like beer. Kids likely drink this stuff to get smashed. However, the ABV is so low you would have to smash 5 of these in a row just to get a decent buzz."
